Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Tuition fees up to date,Scholarship holder,Curricular units 2nd sem (enrolled),Curricular units 1st sem (enrolled),Admission grade,Displaced,Previous qualification (grade),Curricular units 2nd sem (evaluations),Application order,Daytime/evening attendance	,Curricular units 2nd sem (credited),Curricular units 1st sem (credited),Curricular units 1st sem (evaluations),GDP,Course,Target
0,0.0,0,0.0,0,0,5,5,150.0,1,150.0,5,1,1,0,0,6,-4.06,9147,Dropout
4,10.5,5,11.8,1,0,6,6,131.3,1,132.0,8,3,1,0,0,8,0.32,9853,Dropout
1,13.0,2,11.5,0,0,6,6,120.4,0,133.0,13,1,1,0,0,12,-3.12,9238,Dropout
6,14.616666666666667,6,14.616666666666667,1,0,7,7,125.0,1,137.0,7,4,1,0,0,7,0.32,9500,Graduate
3,11.333333333333334,4,11.0,1,0,6,6,142.7,0,150.0,12,1,1,0,0,9,0.32,9254,Dropout
0,0.0,0,0.0,1,0,5,5,130.0,0,130.0,0,1,1,0,0,0,-1.7,9147,Dropout
7,12.192307692307692,7,12.192307692307692,1,0,14,14,120.8,1,136.0,22,6,1,6,6,22,0.32,9500,Graduate
6,12.333333333333334,6,12.833333333333334,1,1,6,6,130.3,1,131.0,7,2,1,0,0,6,0.79,9254,Graduate
5,11.833333333333334,5,12.875,1,1,5,5,119.9,0,130.0,6,1,1,0,0,8,0.79,9147,Graduate
6,12.5,6,12.166666666666666,1,1,6,6,110.5,1,108.0,6,1,1,0,0,6,1.79,9238,Graduate
6,12.857142857142858,6,13.428571428571429,1,0,6,6,160.0,1,160.0,12,1,1,0,0,11,-4.06,9003,Graduate
6,14.666666666666666,6,14.5,1,1,6,6,118.6,1,113.0,8,1,1,0,0,6,3.51,9085,Graduate
7,12.857142857142858,7,12.142857142857142,1,1,7,7,112.3,0,113.0,7,1,1,0,0,7,2.02,9853,Graduate
6,13.9,6,13.9,1,0,7,7,125.0,1,148.0,7,4,1,0,0,7,0.32,9500,Graduate
3,12.066666666666668,3,13.766666666666666,1,0,7,7,105.8,0,130.0,11,1,1,0,0,12,0.79,9500,Dropout
11,12.545454545454543,13,11.615384615384617,1,0,14,15,121.5,1,133.1,14,1,1,11,13,17,0.32,9147,Dropout
6,14.142857142857142,6,15.166666666666666,1,1,6,6,134.2,1,138.0,7,1,1,0,0,6,2.02,9238,Graduate
0,0.0,0,0.0,1,0,5,5,130.0,0,130.0,5,1,1,0,0,5,2.02,9147,Dropout
6,10.714285714285714,5,10.8,1,1,6,6,108.7,0,115.0,8,1,1,0,0,9,-4.06,9238,Graduate
8,14.955555555555556,7,13.995714285714287,1,0,8,7,136.7,0,147.0,9,2,1,0,0,7,2.02,9500,Graduate
6,11.8,6,13.285714285714286,1,0,6,6,119.1,0,132.0,16,1,1,0,0,8,1.79,9085,Graduate
11,13.25,12,12.75,1,1,11,12,151.3,1,146.0,16,4,1,4,6,12,3.51,171,Graduate
7,12.285714285714286,7,12.714285714285714,1,1,7,7,127.4,0,133.0,7,1,1,0,0,7,-0.92,9853,Graduate
8,12.88625,8,12.88625,1,0,8,8,124.0,0,124.0,8,1,1,0,0,8,-3.12,9500,Graduate
6,12.666666666666666,5,13.0,1,1,6,6,155.0,0,133.1,6,1,1,0,0,7,-0.92,9070,Graduate
5,11.2,5,12.2,1,1,5,5,114.0,0,121.0,6,1,1,0,0,7,2.02,9147,Graduate
9,13.88888888888889,11,13.785714285714286,1,0,9,11,160.0,1,160.0,9,1,1,4,7,15,3.51,9085,Graduate
8,14.50125,8,14.50125,1,1,8,8,136.5,1,150.0,8,1,1,0,0,8,-3.12,9500,Graduate
6,14.35,6,14.35,1,0,7,7,122.3,0,130.0,7,5,1,0,0,7,0.32,9500,Graduate
6,12.333333333333334,6,11.5,1,1,6,6,128.0,0,133.1,6,1,1,0,0,6,-3.12,9070,Graduate
6,14.666666666666666,6,11.714285714285714,1,1,6,6,156.5,1,154.0,6,1,1,0,0,8,-1.7,9238,Graduate
6,13.666666666666666,5,13.0,1,0,6,6,143.0,0,150.0,6,1,1,0,0,6,-1.7,9773,Graduate
8,14.02625,7,13.56875,1,1,8,7,131.9,1,141.0,8,5,1,0,0,8,-4.06,9500,Graduate
0,0.0,0,0.0,1,0,0,0,155.1,1,146.0,0,2,1,0,0,0,0.79,171,Graduate
8,14.15375,8,14.15375,1,1,8,8,130.3,1,139.0,8,3,1,0,0,8,-3.12,9500,Graduate
0,0.0,0,0.0,0,0,8,8,123.3,0,136.0,8,6,1,0,0,8,-3.12,9500,Dropout
6,12.833333333333334,6,13.833333333333334,1,0,6,6,117.4,1,110.0,6,5,1,0,0,7,2.02,9773,Graduate
7,12.454285714285716,7,12.454285714285716,1,0,8,8,120.0,1,129.0,8,4,1,0,0,8,1.74,9500,Graduate
0,0.0,0,0.0,1,0,8,7,126.7,1,137.0,0,4,1,0,0,0,-4.06,9500,Dropout
7,12.94375,6,13.271666666666668,1,1,8,7,129.3,1,138.0,11,3,1,0,0,8,1.79,9500,Graduate
0,0.0,2,11.0,1,0,6,6,98.6,0,133.1,12,1,1,0,0,16,-1.7,9254,Dropout
7,14.428571428571429,7,13.285714285714286,1,1,7,7,126.9,1,136.0,7,1,1,0,0,7,2.02,9853,Graduate
6,14.0,6,13.333333333333334,1,1,6,6,146.7,1,139.0,7,1,1,0,0,6,-4.06,9238,Graduate
8,13.2575,8,13.2575,1,1,8,8,117.0,0,125.0,8,1,1,0,0,8,-3.12,9500,Graduate
0,0.0,0,0.0,1,0,6,6,130.0,1,130.0,7,1,1,0,0,7,2.02,9085,Dropout
2,11.5,6,12.666666666666666,0,1,6,6,125.8,0,137.0,6,1,1,0,0,10,-1.7,9238,Dropout
5,15.4,5,14.6,1,0,5,5,160.0,0,130.0,5,1,0,0,0,5,-1.7,9991,Dropout
0,0.0,0,0.0,1,0,5,5,134.2,1,130.0,5,1,1,0,0,13,-3.12,9085,Dropout
0,0.0,3,12.333333333333334,0,0,5,5,96.0,0,160.0,8,2,1,0,3,7,1.74,9147,Dropout
6,11.333333333333334,6,11.666666666666666,1,0,6,6,125.2,1,136.0,10,1,1,0,0,7,0.32,9238,Graduate
6,14.333333333333334,4,12.5,1,0,6,6,100.0,0,117.0,6,1,0,0,0,6,0.79,8014,Dropout
0,0.0,0,0.0,1,0,5,5,140.0,0,140.0,0,1,1,0,0,0,0.32,9147,Dropout
6,14.166666666666666,6,15.333333333333334,1,1,6,6,120.0,0,132.0,6,1,1,0,0,6,2.02,9070,Graduate
7,14.2,7,14.2,1,0,8,8,134.3,1,147.0,8,3,1,0,0,8,-1.7,9500,Graduate
6,14.666666666666666,6,14.833333333333334,1,1,6,6,144.7,1,158.0,6,1,1,0,0,6,-1.7,9773,Graduate
8,14.3875,7,13.642857142857142,1,0,8,7,131.9,1,142.0,8,6,1,0,0,7,0.79,9500,Dropout
6,14.0,6,13.833333333333334,1,1,6,6,136.7,1,143.0,6,1,1,0,0,6,2.02,9773,Dropout
6,13.0,6,11.833333333333334,1,0,6,6,129.8,1,135.0,7,2,1,0,0,6,-3.12,9070,Graduate
6,13.5,6,13.428571428571429,1,1,6,6,146.5,0,160.0,10,1,1,0,0,7,0.79,9773,Graduate
8,11.9625,6,11.416666666666666,1,0,8,7,117.8,0,133.1,9,2,1,0,0,10,0.79,9556,Graduate
2,11.0,2,12.75,1,0,7,7,106.0,1,133.1,12,2,1,0,0,16,3.51,9556,Dropout
5,12.4,6,11.5,1,0,6,6,116.9,1,106.0,8,4,1,0,0,7,2.02,9254,Graduate
6,12.666666666666666,6,13.833333333333334,1,0,6,6,141.7,0,148.0,6,2,1,0,0,6,1.74,9773,Graduate
4,11.333333333333334,6,11.714285714285714,0,0,6,6,127.7,1,134.0,11,2,1,0,1,8,0.79,9070,Dropout
7,13.0375,7,11.678571428571429,1,1,8,7,122.1,1,130.0,10,5,1,0,0,8,1.79,9500,Graduate
6,14.666666666666666,6,15.714285714285714,1,0,6,6,153.5,1,150.0,6,1,1,0,0,7,0.79,9085,Dropout
0,0.0,0,0.0,1,1,0,0,141.4,1,141.0,0,1,1,0,0,0,0.79,171,Graduate
6,13.0,6,13.0,1,1,6,6,135.8,1,140.0,7,1,1,0,0,6,1.74,9773,Graduate
8,14.58888888888889,7,14.485714285714286,1,1,8,7,127.5,1,138.0,9,2,1,0,0,7,-0.92,9500,Graduate
7,11.571428571428571,7,11.571428571428571,1,0,8,8,100.0,0,133.0,8,1,1,1,1,8,-1.7,9500,Graduate
7,12.657142857142857,7,12.657142857142857,1,1,8,8,131.5,1,150.0,8,6,1,0,0,8,-1.7,9500,Graduate
1,10.0,2,10.0,0,0,5,5,109.3,0,117.0,11,1,1,0,0,9,-3.12,9147,Dropout
6,13.166666666666666,6,13.714285714285714,1,0,6,6,127.9,1,145.0,6,1,1,0,0,7,-1.7,9238,Graduate
11,13.0,13,13.071428571428571,1,0,11,14,140.0,1,140.0,16,1,1,4,10,21,-0.92,9238,Graduate
6,14.0,6,15.333333333333334,1,1,6,6,160.0,0,160.0,9,1,1,0,0,7,-4.06,9003,Graduate
6,12.142857142857142,5,11.571428571428571,1,0,6,6,119.8,0,125.0,8,1,1,0,0,9,-0.92,9238,Graduate
0,0.0,0,0.0,0,0,5,5,153.0,0,133.1,5,4,0,0,0,10,0.32,9991,Dropout
6,12.9,6,12.9,1,1,7,7,125.0,1,139.0,7,2,1,0,0,7,0.32,9500,Graduate
3,11.666666666666666,4,11.5,1,0,9,10,120.0,0,120.0,13,1,1,3,4,20,-4.06,9085,Dropout
6,13.428571428571429,6,13.5,1,0,6,6,116.9,1,120.0,7,3,1,0,0,6,3.51,9070,Graduate
0,0.0,0,0.0,1,0,5,1,117.9,0,130.0,0,1,1,0,0,1,1.74,9147,Dropout
8,11.375,7,11.142857142857142,1,0,8,8,135.0,0,150.0,11,1,1,2,2,10,-1.7,9853,Graduate
7,13.79857142857143,7,13.79857142857143,1,1,8,8,129.5,1,143.0,8,6,1,0,0,8,1.74,9500,Graduate
6,13.5,6,13.333333333333334,0,0,6,6,111.3,0,100.0,6,1,0,0,0,7,0.32,8014,Graduate
0,0.0,0,0.0,0,0,5,6,95.0,0,133.1,6,1,0,0,0,11,3.51,8014,Dropout
13,12.846153846153848,14,11.357142857142858,1,0,14,15,131.8,0,133.1,15,1,1,13,14,17,0.32,9147,Dropout
0,0.0,0,0.0,1,0,5,5,119.1,0,132.0,8,5,1,0,0,11,-3.12,9119,Dropout
5,14.428571428571429,6,15.692307692307692,1,0,6,6,125.4,1,131.0,13,1,1,0,0,13,-4.06,9085,Graduate
13,14.538461538461538,18,15.052631578947368,1,1,13,18,140.7,1,147.0,13,1,1,11,13,19,-4.06,9003,Graduate
5,12.4,6,11.5,1,0,10,10,131.9,0,141.0,17,1,0,5,6,20,-3.12,9991,Dropout
6,13.166666666666666,6,13.0,1,1,6,6,139.2,0,135.0,6,1,1,0,0,6,1.79,9254,Graduate
8,12.93875,8,12.93875,1,1,8,8,121.8,0,133.0,8,1,1,0,0,8,-3.12,9500,Graduate
0,0.0,0,0.0,1,0,0,0,132.9,0,142.0,0,1,1,0,0,0,-1.7,171,Graduate
0,0.0,0,0.0,1,0,6,6,130.0,0,130.0,8,1,1,0,0,6,-4.06,9003,Dropout
5,12.88,5,13.0,0,0,7,7,130.1,0,133.1,9,1,1,0,0,10,2.02,9500,Dropout
4,11.8125,5,12.18,0,0,7,7,124.5,0,133.1,11,1,1,0,0,11,2.02,9500,Dropout
5,11.4,3,11.333333333333334,1,0,6,6,162.3,0,130.0,12,1,1,0,0,13,0.79,9670,Dropout
7,13.0,7,13.0,1,0,8,8,137.8,1,149.0,8,2,1,0,0,8,-1.7,9500,Graduate
0,0.0,0,0.0,0,0,6,5,119.5,0,130.0,0,1,1,0,0,5,-3.12,9670,Dropout
3,12.333333333333334,2,12.5,1,0,5,5,110.0,0,150.0,8,1,1,0,0,13,-3.12,9130,Dropout
5,12.166666666666666,5,11.0,1,0,6,6,105.0,0,106.0,9,1,1,0,0,9,2.02,9238,Graduate
0,0.0,0,0.0,1,0,0,0,142.8,1,162.0,0,1,1,0,0,0,-1.7,171,Dropout
0,0.0,0,0.0,1,0,5,5,128.2,1,120.0,5,3,0,0,0,5,0.32,9991,Dropout
1,10.0,0,0.0,1,0,5,5,120.0,0,133.1,5,1,0,0,0,9,-1.7,9991,Dropout
0,0.0,0,0.0,0,0,5,5,130.0,0,130.0,5,1,1,0,0,6,-1.7,9119,Dropout
4,10.75,5,12.4,1,1,5,5,121.7,0,128.0,5,2,1,0,0,5,-3.12,9670,Graduate
6,14.1,6,15.5,1,0,6,6,116.0,0,124.0,10,1,1,0,0,8,-0.92,9003,Graduate
3,10.8,2,11.5,0,0,5,5,133.2,0,133.1,12,1,0,0,0,13,0.79,9991,Dropout
4,11.6,4,13.333333333333334,1,0,5,5,116.7,0,114.0,9,1,0,0,0,7,-0.92,9991,Dropout
6,13.5,6,12.666666666666666,1,1,6,6,126.4,1,140.0,6,2,1,0,0,8,-1.7,9773,Graduate
5,13.6,5,12.6,1,1,5,5,120.3,1,122.0,9,1,1,0,0,8,3.51,9147,Dropout
0,0.0,6,13.5,1,1,6,6,118.0,0,140.0,6,1,1,0,0,6,-0.92,9070,Dropout
6,13.0,6,13.0,0,0,6,6,149.5,1,160.0,8,1,1,0,0,6,0.79,9670,Graduate
4,11.75,6,11.714285714285714,1,1,6,6,130.0,0,130.0,8,1,1,0,0,15,0.79,9003,Graduate
5,13.0,6,12.166666666666666,1,1,6,6,126.3,0,141.0,7,1,1,0,0,8,0.79,9670,Graduate
0,0.0,0,0.0,1,0,5,5,116.2,0,127.0,13,3,1,0,0,10,-3.12,9147,Dropout
0,0.0,0,0.0,0,0,6,6,126.0,0,126.0,6,1,1,0,0,12,-3.12,9254,Dropout
5,11.6,5,11.5,1,0,5,5,122.3,0,131.0,5,1,1,0,0,6,-3.12,9670,Graduate
8,12.375,7,12.285714285714286,1,1,9,7,131.8,0,130.0,10,1,1,5,2,7,1.79,9070,Graduate
8,12.805555555555555,7,12.718571428571428,1,1,8,7,130.7,1,140.0,11,6,1,0,0,7,2.02,9500,Dropout
0,0.0,0,0.0,1,0,0,0,129.5,1,140.0,0,1,1,0,0,0,1.74,171,Dropout
0,0.0,1,14.0,1,1,6,6,130.0,0,133.1,7,1,1,0,0,16,2.02,9670,Dropout
4,11.25,3,11.666666666666666,1,0,5,5,114.0,1,120.0,8,1,1,0,0,10,0.32,9670,Dropout
0,0.0,0,0.0,1,0,0,0,116.4,1,123.0,0,1,1,0,0,0,1.74,171,Dropout
1,12.0,0,0.0,1,0,5,5,121.7,1,136.0,11,1,1,0,0,10,0.32,9119,Dropout
2,12.5,4,11.5,1,0,6,6,130.0,1,136.0,12,1,1,2,2,13,0.32,9254,Dropout
6,11.5,7,11.714285714285714,1,0,10,10,120.0,1,120.0,10,1,0,4,6,10,1.74,9991,Dropout
5,13.714285714285714,5,12.6,1,0,5,5,125.0,0,160.0,7,1,0,0,0,7,0.79,9991,Graduate
12,11.25,13,11.642857142857142,1,0,17,17,134.1,1,125.0,25,1,1,12,12,19,2.02,171,Dropout
6,13.428571428571429,6,14.875,1,1,6,6,149.5,1,146.0,8,1,1,0,0,8,2.02,9670,Graduate
6,13.5,6,12.714285714285714,1,0,6,6,140.0,1,140.0,9,1,1,0,0,8,1.79,9003,Graduate
5,11.2,5,11.6,0,0,7,12,162.4,0,111.0,7,1,1,2,4,16,3.51,9003,Dropout
6,12.2,5,11.94,1,0,7,7,136.6,0,120.0,14,1,1,0,0,14,0.79,9500,Dropout
3,14.2,4,11.6,1,0,5,5,111.0,1,111.0,9,3,1,0,0,10,1.79,9119,Dropout
5,13.8,6,13.333333333333334,1,0,6,6,105.7,1,106.0,9,3,1,0,0,6,3.51,9670,Graduate
5,15.0,5,13.4,1,0,5,5,137.0,1,151.0,5,1,1,0,0,5,3.51,9147,Graduate
0,0.0,0,0.0,0,0,6,6,120.0,0,133.1,12,1,1,0,0,12,-3.12,9254,Dropout
0,0.0,2,11.0,1,0,5,5,120.5,1,120.0,5,1,0,0,0,5,0.32,9991,Dropout
9,11.333333333333334,13,12.0,1,0,13,15,118.1,0,120.0,13,1,0,9,13,17,3.51,9991,Dropout
0,0.0,0,0.0,1,0,5,5,139.0,0,110.0,0,1,0,0,0,0,-1.7,9991,Dropout
0,0.0,0,0.0,0,0,5,5,116.3,0,133.1,9,2,1,0,0,5,1.74,9147,Dropout
4,10.25,4,12.5,1,0,6,6,120.5,1,118.0,12,5,1,0,0,12,0.32,9254,Dropout
6,12.166666666666666,6,13.666666666666666,1,0,6,6,134.9,1,139.0,7,1,1,0,0,7,-0.92,9070,Graduate
0,0.0,1,10.0,1,0,5,5,123.0,0,130.0,7,1,1,0,0,10,-3.12,9119,Dropout
2,13.0,6,11.5,0,0,6,6,122.9,0,132.0,9,1,1,0,0,6,1.74,9670,Dropout
6,13.266666666666666,6,13.266666666666666,1,1,7,7,132.3,1,156.0,7,3,1,0,0,7,0.32,9500,Graduate
8,14.1875,7,12.5125,1,1,8,7,131.5,1,143.0,8,4,1,0,0,8,0.79,9500,Graduate
0,0.0,0,0.0,1,0,5,5,128.2,0,133.1,5,1,1,0,0,9,0.32,9130,Dropout
0,0.0,0,0.0,0,0,6,6,148.0,1,140.0,6,1,1,0,0,14,-1.7,9670,Dropout
6,13.483333333333334,6,13.483333333333334,1,0,7,7,121.5,0,127.0,7,1,1,0,0,7,0.32,9500,Graduate
0,0.0,0,0.0,0,0,5,6,139.0,0,133.1,6,1,1,0,0,8,-0.92,9238,Dropout
3,11.666666666666666,3,13.0,1,0,5,5,113.4,0,120.0,9,1,1,0,0,9,-1.7,9147,Dropout
5,17.714285714285715,5,16.5,1,0,5,5,150.0,1,150.0,7,1,1,0,0,6,1.79,9119,Dropout
6,13.142857142857142,6,13.8,1,0,6,6,150.0,1,150.0,7,1,1,1,1,11,-0.92,9085,Graduate
0,0.0,0,0.0,0,0,6,6,140.0,0,130.0,0,1,1,0,0,0,0.79,9003,Dropout
4,14.5,5,12.6,1,0,5,5,140.7,1,141.0,6,1,1,0,0,5,0.32,9670,Graduate
6,13.625,6,13.833333333333334,1,0,6,6,146.7,1,146.0,8,5,1,0,0,7,0.32,9773,Graduate
0,0.0,0,0.0,1,0,5,5,96.0,0,133.1,5,1,1,0,0,5,0.32,9130,Dropout
2,16.0,2,16.0,0,0,7,6,160.0,0,160.0,7,1,1,2,2,6,3.51,9119,Dropout
0,0.0,0,0.0,0,0,5,5,130.0,0,130.0,5,1,1,0,0,5,-4.06,9119,Dropout
3,10.666666666666666,3,10.666666666666666,0,1,5,5,130.0,0,160.0,11,1,0,0,0,12,-3.12,9991,Dropout
18,14.5,18,14.5,1,0,18,18,140.0,1,140.0,18,1,1,13,14,18,-0.92,9070,Graduate
5,13.8,5,14.0,1,1,5,5,116.6,1,126.0,7,6,1,0,0,6,3.51,9119,Graduate
5,13.571428571428571,3,13.333333333333334,1,0,5,5,120.5,1,118.0,11,5,1,0,0,10,1.79,9119,Graduate
0,0.0,0,0.0,1,0,6,6,103.0,0,133.1,0,1,1,0,0,0,1.74,9085,Dropout
4,11.2,5,12.0,1,0,6,6,111.9,1,121.0,10,2,1,0,0,9,3.51,9070,Graduate
5,16.0,5,16.2,1,0,5,5,148.7,0,148.0,8,1,1,0,0,6,3.51,9119,Graduate
5,10.6,7,10.285714285714286,1,0,11,13,120.0,0,133.1,13,1,0,5,7,13,1.74,9991,Dropout
6,13.166666666666666,6,13.571428571428571,1,1,6,6,120.1,1,132.0,8,1,1,0,0,7,3.51,9254,Graduate
6,14.857142857142858,6,14.285714285714286,1,0,6,6,127.8,0,140.0,9,1,1,0,0,7,2.02,9130,Graduate
4,10.5,5,10.2,1,0,5,5,106.4,1,112.0,6,3,1,0,0,7,1.79,9147,Graduate
2,10.25,2,10.25,1,0,8,8,100.0,0,100.0,16,1,1,0,0,16,-1.7,9500,Dropout
0,0.0,0,0.0,1,0,6,6,123.9,1,126.0,0,4,1,0,0,0,1.74,9085,Dropout
6,14.833333333333334,6,14.833333333333334,1,1,6,6,139.5,0,150.0,6,1,1,0,0,7,-1.7,9670,Graduate
5,12.6,5,13.625,1,0,6,6,150.0,1,150.0,6,1,1,0,0,12,0.79,9003,Graduate
7,13.657142857142857,7,12.271428571428572,1,0,8,7,139.8,0,144.0,10,1,1,0,0,7,1.74,9556,Graduate
0,0.0,0,0.0,1,0,5,5,154.4,0,133.1,0,1,0,0,0,0,1.74,9991,Dropout
7,13.142857142857142,9,13.22222222222222,1,0,7,9,119.0,0,133.1,8,1,0,2,3,10,3.51,8014,Graduate
2,11.5,2,15.0,1,0,7,7,96.1,0,133.1,12,1,1,0,0,13,1.79,33,Dropout
0,0.0,0,0.0,0,0,0,0,130.0,0,130.0,0,1,1,0,0,0,-3.12,171,Dropout
12,13.0,12,13.166666666666666,1,0,12,12,128.8,0,133.0,12,1,1,6,6,12,1.74,9070,Graduate
4,14.0,5,13.833333333333334,1,1,6,6,126.8,0,124.0,6,1,1,0,0,8,0.79,9773,Graduate
0,0.0,0,0.0,1,0,5,5,130.0,0,130.0,0,1,0,0,0,0,3.51,9991,Dropout
6,13.166666666666666,9,12.333333333333334,1,0,11,12,110.0,1,110.0,11,1,1,6,7,12,-3.12,9670,Dropout
5,11.8,6,13.0,1,0,6,6,133.7,1,127.0,7,3,1,0,0,6,-1.7,9773,Dropout
1,12.0,3,13.25,1,0,6,6,140.0,0,140.0,9,1,1,0,0,15,0.79,9003,Dropout
6,12.166666666666666,6,13.5,1,0,6,6,133.7,1,133.0,6,2,1,0,0,6,1.74,9238,Graduate
5,12.8,6,12.666666666666666,1,1,6,6,137.0,1,109.0,8,4,1,0,0,7,1.74,9773,Graduate
6,14.5,11,15.090909090909092,1,0,6,11,128.2,0,133.1,7,1,1,2,7,18,-3.12,9147,Dropout
0,0.0,0,0.0,0,0,0,0,129.2,1,133.0,0,4,1,0,0,0,-3.12,171,Dropout
6,12.666666666666666,6,13.166666666666666,1,0,6,6,129.5,1,134.0,7,3,1,0,0,7,-0.92,9773,Graduate
6,12.833333333333334,6,12.833333333333334,1,0,6,6,129.6,1,125.0,8,4,1,0,0,6,1.79,9773,Graduate
6,12.166666666666666,6,11.833333333333334,1,0,6,6,141.8,1,132.0,6,2,1,0,0,6,-1.7,9773,Graduate
3,12.75,5,12.8,1,0,6,6,129.8,1,135.0,11,3,1,0,0,6,-4.06,9773,Graduate
5,11.0,5,11.8,1,0,9,7,106.0,0,100.0,9,1,1,5,2,7,1.79,9070,Dropout
5,14.571428571428571,5,15.8,1,0,5,5,121.5,1,125.0,7,1,1,0,0,7,2.02,9119,Dropout
6,13.857142857142858,6,14.666666666666666,1,0,6,6,117.7,1,117.0,7,1,1,0,0,9,3.51,9670,Graduate
2,12.0,4,12.5,1,0,6,6,140.0,1,140.0,16,1,1,1,2,10,1.79,9085,Dropout
2,10.5,3,12.0,1,0,6,5,133.1,1,132.0,10,1,1,0,0,7,2.02,9119,Dropout
4,11.142857142857142,3,12.666666666666666,1,0,6,6,119.1,0,132.0,11,1,1,0,0,6,1.74,9670,Dropout
5,11.8,5,13.6,1,0,6,6,131.3,1,133.0,7,1,1,0,0,7,3.51,9238,Dropout
6,13.833333333333334,6,12.5,1,0,6,6,136.7,1,143.0,6,5,1,0,0,6,3.51,9773,Graduate
6,13.5,6,13.333333333333334,1,1,6,6,126.2,1,143.0,7,1,1,0,0,7,1.79,9238,Graduate
5,11.0,4,12.25,1,0,6,6,109.6,0,133.1,15,1,1,0,0,13,2.02,9085,Dropout
8,16.09375,7,15.101428571428572,1,1,8,7,131.9,1,141.0,8,1,1,0,0,7,2.02,9500,Graduate
6,16.0,6,13.166666666666666,1,1,6,6,140.7,1,140.0,6,2,1,0,0,6,1.74,9238,Graduate
0,0.0,4,11.0,1,0,6,6,120.7,1,134.0,6,6,0,0,0,8,0.79,8014,Dropout
4,11.75,3,11.666666666666666,1,0,5,5,113.8,1,118.0,9,2,1,0,0,9,3.51,9147,Graduate
2,11.0,7,11.571428571428571,1,0,6,7,112.4,1,119.0,14,1,0,2,4,15,0.32,8014,Dropout
0,0.0,0,0.0,1,0,0,0,142.7,1,143.0,0,1,1,0,0,0,-0.92,171,Dropout
6,14.285714285714286,6,13.833333333333334,0,1,6,6,125.5,0,123.0,7,1,1,0,0,6,3.51,9670,Graduate
7,13.0,6,12.357142857142858,1,1,8,7,107.8,1,108.0,9,3,1,0,0,10,0.79,9500,Graduate
2,10.333333333333334,6,12.166666666666666,0,0,6,6,110.4,1,117.0,10,3,1,0,0,7,-0.92,9773,Dropout
7,13.0,9,12.416666666666666,1,0,9,10,138.3,0,170.0,14,1,1,5,5,14,1.74,9254,Graduate
4,12.75,4,12.75,1,0,5,5,142.3,0,157.0,6,2,1,0,0,7,0.32,9085,Graduate
18,14.933333333333334,18,14.933333333333334,1,0,21,21,145.0,0,141.0,33,1,1,12,12,33,0.32,9500,Graduate
6,11.666666666666666,6,13.0,1,0,6,6,125.7,1,125.0,7,1,1,0,0,6,3.51,9773,Graduate
8,13.91,7,14.455000000000002,1,0,8,7,128.7,1,143.0,8,4,1,0,0,10,-4.06,9500,Graduate
6,13.285714285714286,6,14.0,1,1,6,6,128.0,0,142.0,7,1,1,0,0,8,2.02,9670,Graduate
6,12.666666666666666,6,13.5,1,1,6,6,146.5,1,150.0,7,3,1,0,0,6,2.02,9773,Graduate
0,0.0,0,0.0,0,0,6,6,106.1,1,112.0,0,2,1,0,0,0,2.02,9254,Dropout
5,14.0,6,11.666666666666666,1,1,6,6,118.0,0,133.1,12,2,0,0,0,6,1.74,8014,Graduate
5,13.333333333333334,4,12.0,1,1,5,5,117.0,1,125.0,8,1,1,0,0,6,1.74,9085,Graduate
6,11.833333333333334,6,11.714285714285714,1,1,6,6,115.4,1,121.0,6,3,1,0,0,7,0.79,9238,Graduate
6,12.428571428571429,6,12.666666666666666,1,0,6,6,117.0,1,133.1,7,3,1,0,0,8,2.02,9238,Graduate
0,0.0,0,0.0,1,0,6,6,127.0,0,135.0,0,1,1,0,0,0,-0.92,9238,Dropout
7,12.328571428571427,7,12.328571428571427,1,0,8,8,118.0,1,132.0,8,4,1,0,0,8,-1.7,9500,Graduate
1,10.0,6,11.666666666666666,1,0,7,7,118.0,0,133.1,10,1,1,0,0,14,1.79,9853,Dropout
11,12.727272727272728,12,13.25,1,1,12,12,126.4,1,135.0,12,1,1,5,5,12,-4.06,9070,Graduate
8,15.125,7,13.3,1,1,8,7,124.4,1,133.0,8,1,1,0,0,7,-4.06,9556,Graduate
6,12.166666666666666,6,12.833333333333334,1,0,6,6,129.4,1,135.0,7,1,1,0,0,6,2.02,9773,Graduate
6,12.833333333333334,6,12.833333333333334,1,1,6,6,141.7,0,140.0,6,1,1,2,3,6,0.79,9238,Graduate
3,13.0,3,12.666666666666666,1,1,5,5,132.1,1,144.0,7,2,1,0,0,10,-1.7,9085,Graduate
7,14.471428571428572,6,13.271428571428572,1,0,8,7,116.8,1,122.0,8,5,1,0,0,8,0.79,9500,Graduate
5,12.833333333333334,5,12.4,1,1,5,5,135.0,0,143.0,6,1,0,0,0,5,1.74,9991,Graduate
0,0.0,0,0.0,1,0,5,6,116.0,1,124.0,5,3,1,0,0,7,0.79,9238,Dropout
6,13.25,6,14.285714285714286,1,0,6,6,155.0,0,156.0,8,1,1,0,0,7,3.51,9773,Graduate
5,12.6,3,12.333333333333334,1,0,5,5,127.0,1,142.0,9,1,1,0,0,7,1.74,9085,Graduate
7,12.671428571428573,6,12.583333333333334,1,1,8,7,130.8,1,142.0,8,1,1,0,0,10,0.79,9500,Graduate
